job_title,company,country,city,salary_min,salary_max,currency,remote_type,experience_level,required_skills,posted_date,source,job_description,salary_avg
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Lockheed Martin,UNITED STATES,Groveland,153000.0,153000.0,USD,Hybrid,Senior,,2026-02-17,Adzuna,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",153000.0
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Lockheed Martin,UNITED STATES,Union Park,169000.0,169000.0,USD,Hybrid,Senior,,2026-02-17,Adzuna,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",169000.0
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Lockheed Martin,UNITED STATES,Goldenrod,190000.0,190000.0,USD,Hybrid,Senior,,2026-02-17,Adzuna,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",190000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Addison,158000.0,158000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",158000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Lake Dallas,136000.0,136000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",136000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Haltom,140000.0,140000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",140000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Farmers Branch,164000.0,164000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",164000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Richland Hills,158000.0,158000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",158000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Saginaw,198000.0,198000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",198000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Fort Worth,158000.0,158000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",158000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Little Elm,252000.0,252000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",252000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Duncanville,177000.0,177000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",177000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Westover Hills,173000.0,173000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",173000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Sunnyvale,175000.0,175000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",175000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Hutchins,189000.0,189000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",189000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Azle,162000.0,162000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",162000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Bedford,226000.0,226000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",226000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Coppell,178000.0,178000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",178000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Cedar Hill,155000.0,155000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",155000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Rockwall,191000.0,191000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",191000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,South Lake,187000.0,187000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",187000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Murphy,160000.0,160000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",160000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Lancaster,159000.0,159000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",159000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Parker,175000.0,175000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",175000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Arlington,197000.0,197000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",197000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Village,236000.0,236000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",236000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Mesquite,172000.0,172000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",172000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Rowlett,169000.0,169000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",169000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Highland Park,163000.0,163000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",163000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Lakeside,176000.0,176000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",176000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,The Colony,190000.0,190000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",190000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Waxahachie,193000.0,193000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",193000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Keller,177000.0,177000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",177000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Grand Prairie,165000.0,165000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",165000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Cockrell Hill,107000.0,107000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",107000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Grapevine,193000.0,193000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",193000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Plano,227000.0,227000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",227000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Balch Springs,177000.0,177000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",177000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Irving,163000.0,163000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",163000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Watauga,174000.0,174000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",174000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Hurst,158000.0,158000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",158000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Flower Mound,169000.0,169000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",169000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Sansom Park,158000.0,158000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",158000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Forest Hill,173000.0,173000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",173000.0
"AI Research Engineer (Junior career, Hybrid, Grand Prairie, Secret)",Lockheed Martin,UNITED STATES,Dalworthington Gardens,175000.0,175000.0,USD,Hybrid,Junior,,2026-02-17,Adzuna,"Job ID: 716486BR Date posted: Feb. 02, 2026 Description: Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly motivated and experienced individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to…",175000.0
Lead AI Engineer,BD Talent Limited,UNITED KINGDOM,Warrington,95000.0,95000.0,USD,Hybrid,Lead,,2026-02-07,Adzuna,"Lead AI Automation Engineer £55,000 - £75,000 DOE | Warrington (Hybrid) Permanent BD Talent is partnering with a newly launched AI & automation consultancy that helps operationally intensive organisations reduce cost, increase speed and remove friction through pragmatic automation and applied AI. This is a first technical hire opportunity, offering genuine influence over engineering direction, delivery approach and technology choices from day one. The Business Our client works with organisation…",95000.0
Lead AI Engineer,Randstad Digital,UNITED KINGDOM,South East London,74000.0,74000.0,USD,Hybrid,Lead,Python,2026-01-22,Adzuna,"Lead AI Engineer | GenAI & Private Markets Location: London (Hybrid) Salary: Competitive  Bonus The Role Join a high-growth fintech innovator transforming Private Markets and Wealth Management . We are seeking a Lead AI Engineer to architect and scale agentic AI solutions. You will lead the integration of LLMs into complex trading and fund administration systems, moving beyond prototypes into production-grade financial tools. Key Requirements Experience: 8 years in Software Engineering (Python/…",74000.0
AI Engineering Lead,167 Solutions Ltd,UNITED KINGDOM,Cheltenham,127000.0,127000.0,USD,Hybrid,Senior,"AWS, GCP",2026-02-13,Adzuna,Lead / Senior Generative AI Engineer / AI Engineer / Artificial Intelligence / Generative AI / AWS / GCP / Engineering Mindset / London / Bristol / Manchester/ Birmingham / Cardiff / Cambridge / Oxford / England Hiring via: 167 Solutions Location: UK (Hybrid 12 days per week onsite) Start Date: February (Interviews available immediately) Employment Type: Permanent Right to Work: Must already have the right to work in the UK (no sponsorship) The Role 167 Solutions is partnering with a high-growt…,127000.0
AI Engineer,Harnham,UNITED KINGDOM,London,84000.0,84000.0,USD,Hybrid,Mid-level,,2026-01-24,Adzuna,"AI Engineer London (Hybrid – 3 days a week in office) Up to £100,000 About the Company We’re supporting a global, market‑leading wellness and fitness organisation that is scaling its AI capabilities at pace across multiple international markets. With a mission centred on improving people’s lives through wellness, the company blends technology, data, and modern engineering practices to enhance member experience, drive commercial growth, and unlock operational efficiency. The organisation has rec…",84000.0
AI Engineer,Ethiq,UNITED KINGDOM,London,100000.0,100000.0,USD,Onsite,Mid-level,,2026-02-11,Adzuna,"AI Engineer (Applied Agents) Location: London (Hoxton) (4-5 Days In-Office) Founders: Ex-Palantir founders Stage: Seed / Series A The Opportunity This founding team, led by a ex-Palantir vet, who is building a platform to extract ""institutional soul"" from unstructured data. They are moving beyond simple chatbots to create a reasoning engine for the enterprise. Their platform ingests the fragmented reality of Slack, emails, and tickets to automate high-stakes workflows that previously required m…",100000.0
AI Engineer,IC Resources,UNITED KINGDOM,London,81000.0,81000.0,USD,Onsite,Senior,,2026-02-16,Adzuna,"AI Developer – Robotics & Autonomous Systems Mid–Senior Level | Permanent | London (On-site) A cutting-edge technology company developing advanced autonomous systems is looking for an AI Developer to join its growing team in London. This role sits at the intersection of machine learning and robotics, focused on building intelligent decision-making and control systems for real-world platforms. You’ll be working closely with engineers and researchers to develop AI that operates reliably in comple…",81000.0
